created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Feb 13 00:00:17 +0000 2024;1757192936096211040;"PLN memastikan pasokan listrik skala nasional saat pelaksanaan Pemilu 2024 aman. Khususnya saat hari pencoblosan pemilu pada 14 Februari ini. #layarnews #referensi #berita #news #pasokanlistrik #pemilu2024 #plnuidsulselrabar #sulawesiselatan https://t.co/ph3h85cOJt";0;0;0;0;in;986683928;1757192936096211040;layarnews_;https://twitter.com/layarnews_/status/1757192936096211040
Tue Feb 13 00:00:10 +0000 2024;1757192905339617751;"H-1 belum ada surat undangan #pemilu2024";0;0;0;0;in;293930720;1757192905339617751;Yuyun_C;https://twitter.com/Yuyun_C/status/1757192905339617751
Mon Feb 12 23:56:27 +0000 2024;1757191971024834626;"Bentuk-bentuk kecurangannya diurai dengan analisa hukum tata negara.  https://t.co/ujOpX5ckFL  #pemilu2024 #pilpres2024 #Pileg2024 #dirtyvote";0;0;0;0;in;2771443609;1757191963512815714;narasi_politik;https://twitter.com/narasi_politik/status/1757191971024834626
Mon Feb 12 23:56:26 +0000 2024;1757191967308710186;"digunakan untuk tujuan memenangkan pemilu dan merusak tatanan demokrasi.  Penggunaan infrastruktur kekuasaan yang kuat, tanpa malu-malu dipertontonkan secara telanjang demi mempertahankan status quo.  https://t.co/ujOpX5ckFL  #pemilu2024 #pilpres2024 #Pileg2024 #dirtyvote";0;1;0;0;in;2771443609;1757191963512815714;narasi_politik;https://twitter.com/narasi_politik/status/1757191967308710186
Mon Feb 12 23:56:25 +0000 2024;1757191963512815714;"Dirty Vote (Full Movie) Dokumenter dibintangi oleh tiga ahli hukum tata negara. Mereka adalah Zainal Arifin Mochtar, Bivitri Susanti, dan Feri Amsari. Ketiganya mengungkap berbagai instrumen kekuasaan telah  https://t.co/ujOpX5ckFL  #pemilu2024 #pilpres2024 #Pileg2024 #dirtyvote";0;1;1;0;in;2771443609;1757191963512815714;narasi_politik;https://twitter.com/narasi_politik/status/1757191963512815714
Mon Feb 12 23:53:24 +0000 2024;1757191204532285514;"[ #Pemilu2024 ] Hitung Cepat Kompas Pemilu 2024, Independen dan Akurat #AdadiKompas  https://t.co/4sdA8Z3v5K";0;0;0;0;in;771030588;1757191204532285514;KompasData;https://twitter.com/KompasData/status/1757191204532285514
Mon Feb 12 23:52:58 +0000 2024;1757191096046899444;"Yuk jadi pemilih bijak dan maksimalkan semua informasi dan jangan golput  #Pemilu2024 #PemiluDamai #Indonesia";0;0;0;0;in;390049743;1757191083375919245;fath_rsan;https://twitter.com/fath_rsan/status/1757191096046899444
Mon Feb 12 23:48:32 +0000 2024;1757189978424295577;"Gara gara"DIRTY VOTE" NEGRI KONOHA RAME. Perkiraan kecurangan pemilu 2024 terbongkar dan menurut saya itu sesuai DATA DAN FAKTA dilapangan. #Pemilu2024 #PemiluDamai2024 #AniesMuhaimin2024 #PrabowoGibran2024 #GanjarMahfud #bawaslu #konoha #jokowi #mahkamahkonstitusi";0;4;0;1;in;1726479333743837184;1757189978424295577;aday_7979;https://twitter.com/aday_7979/status/1757189978424295577
Mon Feb 12 23:45:02 +0000 2024;1757189098778050976;"Hari Pencoblosan, TPS Dibuka Mulai Pukul 07.00 Pagi sampai 13.00 https://t.co/fIVyhAG6Oe #Pemilu2024";0;1;2;0;in;43799886;1757189098778050976;KontanNews;https://twitter.com/KontanNews/status/1757189098778050976
Mon Feb 12 23:44:48 +0000 2024;1757189040799944821;"Hitung Cepat Kompas Pemilu 2024, Independen dan Akurat #Pemilu2024 #AdadiKompas  https://t.co/cyTjTGv7OS";0;1;2;5;in;255866913;1757189040799944821;hariankompas;https://twitter.com/hariankompas/status/1757189040799944821
